anio,instancia,nivel,universo,seccion_id,seccion,localidad,circuito_id,agrupacion_original,agrupacion_homologada,familia,bloque,votos
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0064,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,218
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0065,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,395
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0065,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,105
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0066,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,332
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0066,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,198
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0067,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,486
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0067,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,343
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0068,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,897
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0068,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,247
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0069,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,147
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0069,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,52
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0070,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,71
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0070,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,5
