anio,instancia,cargo,distrito_id,distrito,seccion_id,seccion,circuito_id,agrupacion,tipo_registro,votos,electores,mesas,recuento_tipo,fuente,particion_comparable
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0135,CAMBIEMOS,agrupacion,133,189,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0135,FRENTE PARA LA VICTORIA,agrupacion,23,189,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0135,blancos,blancos,4,189,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0135,nulos,nulos,2,189,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136,CAMBIEMOS,agrupacion,596,1317,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136,FRENTE PARA LA VICTORIA,agrupacion,462,1317,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136,blancos,blancos,16,1317,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136,nulos,nulos,4,1317,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136A,CAMBIEMOS,agrupacion,27,44,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136A,FRENTE PARA LA VICTORIA,agrupacion,9,44,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136A,blancos,blancos,2,44,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0136A,nulos,nulos,0,44,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0137,CAMBIEMOS,agrupacion,585,1184,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0137,FRENTE PARA LA VICTORIA,agrupacion,339,1184,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0137,blancos,blancos,12,1184,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0137,nulos,nulos,12,1184,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0138,CAMBIEMOS,agrupacion,890,1466,5,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0138,FRENTE PARA LA VICTORIA,agrupacion,322,1466,5,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0138,blancos,blancos,10,1466,5,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0138,nulos,nulos,5,1466,5,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0139,CAMBIEMOS,agrupacion,293,513,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0139,FRENTE PARA LA VICTORIA,agrupacion,147,513,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0139,blancos,blancos,3,513,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0139,nulos,nulos,0,513,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0140,CAMBIEMOS,agrupacion,1998,4344,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0140,FRENTE PARA LA VICTORIA,agrupacion,1322,4344,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0140,blancos,blancos,54,4344,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0140,nulos,nulos,58,4344,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0141,CAMBIEMOS,agrupacion,120,267,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0141,FRENTE PARA LA VICTORIA,agrupacion,96,267,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0141,blancos,blancos,1,267,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0141,nulos,nulos,0,267,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0142,CAMBIEMOS,agrupacion,2643,5054,15,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0142,FRENTE PARA LA VICTORIA,agrupacion,1299,5054,15,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0142,blancos,blancos,74,5054,15,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0142,nulos,nulos,31,5054,15,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0143,CAMBIEMOS,agrupacion,622,1035,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0143,FRENTE PARA LA VICTORIA,agrupacion,247,1035,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0143,blancos,blancos,15,1035,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0143,nulos,nulos,11,1035,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0144,CAMBIEMOS,agrupacion,510,826,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0144,FRENTE PARA LA VICTORIA,agrupacion,160,826,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0144,blancos,blancos,5,826,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0144,nulos,nulos,5,826,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0145,CAMBIEMOS,agrupacion,205,361,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0145,FRENTE PARA LA VICTORIA,agrupacion,82,361,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0145,blancos,blancos,2,361,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0145,nulos,nulos,1,361,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0146,CAMBIEMOS,agrupacion,271,337,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0146,FRENTE PARA LA VICTORIA,agrupacion,23,337,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0146,blancos,blancos,1,337,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0146,nulos,nulos,1,337,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0147,CAMBIEMOS,agrupacion,51,186,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0147,FRENTE PARA LA VICTORIA,agrupacion,89,186,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0147,blancos,blancos,0,186,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0147,nulos,nulos,0,186,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0148,CAMBIEMOS,agrupacion,73,116,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0148,FRENTE PARA LA VICTORIA,agrupacion,30,116,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0148,blancos,blancos,1,116,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0148,nulos,nulos,0,116,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0149,CAMBIEMOS,agrupacion,57,91,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0149,FRENTE PARA LA VICTORIA,agrupacion,12,91,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0149,blancos,blancos,1,91,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0149,nulos,nulos,0,91,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0150,CAMBIEMOS,agrupacion,85,110,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0150,FRENTE PARA LA VICTORIA,agrupacion,6,110,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0150,blancos,blancos,0,110,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0150,nulos,nulos,0,110,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0151,CAMBIEMOS,agrupacion,155,357,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0151,FRENTE PARA LA VICTORIA,agrupacion,129,357,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0151,blancos,blancos,1,357,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0151,nulos,nulos,0,357,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0152,CAMBIEMOS,agrupacion,27,37,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0152,FRENTE PARA LA VICTORIA,agrupacion,8,37,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0152,blancos,blancos,0,37,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,003,Castellanos,0152,nulos,nulos,0,37,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0153,CAMBIEMOS,agrupacion,297,557,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0153,FRENTE PARA LA VICTORIA,agrupacion,118,557,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0153,blancos,blancos,8,557,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0153,nulos,nulos,0,557,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0154,CAMBIEMOS,agrupacion,156,338,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0154,FRENTE PARA LA VICTORIA,agrupacion,83,338,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0154,blancos,blancos,3,338,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0154,nulos,nulos,7,338,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0155,CAMBIEMOS,agrupacion,2172,4900,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0155,FRENTE PARA LA VICTORIA,agrupacion,1640,4900,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0155,blancos,blancos,31,4900,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0155,nulos,nulos,63,4900,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0156,CAMBIEMOS,agrupacion,1439,2337,7,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0156,FRENTE PARA LA VICTORIA,agrupacion,396,2337,7,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0156,blancos,blancos,18,2337,7,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0156,nulos,nulos,22,2337,7,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0157,CAMBIEMOS,agrupacion,538,1016,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0157,FRENTE PARA LA VICTORIA,agrupacion,272,1016,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0157,blancos,blancos,9,1016,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0157,nulos,nulos,3,1016,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0158,CAMBIEMOS,agrupacion,7420,15366,44,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0158,FRENTE PARA LA VICTORIA,agrupacion,4072,15366,44,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0158,blancos,blancos,153,15366,44,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0158,nulos,nulos,210,15366,44,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0159,CAMBIEMOS,agrupacion,623,1203,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0159,FRENTE PARA LA VICTORIA,agrupacion,329,1203,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0159,blancos,blancos,6,1203,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0159,nulos,nulos,9,1203,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0160,CAMBIEMOS,agrupacion,2570,4576,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0160,FRENTE PARA LA VICTORIA,agrupacion,986,4576,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0160,blancos,blancos,41,4576,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0160,nulos,nulos,28,4576,14,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0161,CAMBIEMOS,agrupacion,2352,4459,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0161,FRENTE PARA LA VICTORIA,agrupacion,1105,4459,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0161,blancos,blancos,67,4459,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0161,nulos,nulos,32,4459,13,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0162,CAMBIEMOS,agrupacion,248,679,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0162,FRENTE PARA LA VICTORIA,agrupacion,290,679,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0162,blancos,blancos,3,679,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0162,nulos,nulos,2,679,2,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0163,CAMBIEMOS,agrupacion,42,185,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0163,FRENTE PARA LA VICTORIA,agrupacion,84,185,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0163,blancos,blancos,2,185,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0163,nulos,nulos,0,185,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0164,CAMBIEMOS,agrupacion,1525,2873,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0164,FRENTE PARA LA VICTORIA,agrupacion,596,2873,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0164,blancos,blancos,26,2873,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0164,nulos,nulos,46,2873,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0165,CAMBIEMOS,agrupacion,4753,9940,29,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0165,FRENTE PARA LA VICTORIA,agrupacion,2876,9940,29,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0165,blancos,blancos,107,9940,29,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0165,nulos,nulos,137,9940,29,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0166,CAMBIEMOS,agrupacion,1811,2861,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0166,FRENTE PARA LA VICTORIA,agrupacion,479,2861,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0166,blancos,blancos,28,2861,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0166,nulos,nulos,25,2861,9,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0167,CAMBIEMOS,agrupacion,609,1165,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0167,FRENTE PARA LA VICTORIA,agrupacion,306,1165,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0167,blancos,blancos,18,1165,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0167,nulos,nulos,1,1165,4,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0168,CAMBIEMOS,agrupacion,69,147,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0168,FRENTE PARA LA VICTORIA,agrupacion,22,147,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0168,blancos,blancos,2,147,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0168,nulos,nulos,0,147,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0169,CAMBIEMOS,agrupacion,509,902,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0169,FRENTE PARA LA VICTORIA,agrupacion,186,902,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0169,blancos,blancos,9,902,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,021,San Martín,0169,nulos,nulos,0,902,3,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0174,CAMBIEMOS,agrupacion,67,119,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0174,FRENTE PARA LA VICTORIA,agrupacion,17,119,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0174,blancos,blancos,1,119,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0174,nulos,nulos,0,119,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0175,CAMBIEMOS,agrupacion,63,190,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0175,FRENTE PARA LA VICTORIA,agrupacion,63,190,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0175,blancos,blancos,0,190,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0175,nulos,nulos,0,190,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0176,CAMBIEMOS,agrupacion,86,271,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0176,FRENTE PARA LA VICTORIA,agrupacion,125,271,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0176,blancos,blancos,1,271,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0176,nulos,nulos,0,271,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0177,CAMBIEMOS,agrupacion,96,322,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0177,FRENTE PARA LA VICTORIA,agrupacion,80,322,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0177,blancos,blancos,0,322,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0177,nulos,nulos,1,322,1,PROVISORIO,polar_atlas_andytow,si
2015,BALOTAJE,PRESIDENTE Y VICE,21,Santa Fe,016,San Cristóbal,0178,CAMBIEMOS,agrupacion,5873,13734,40,PROVISORIO,polar_atlas_andytow,si
