anio,instancia,cargo,distrito_id,distrito,seccion_id,mesas,electores,votantes,agrupacion,lista,tipo_registro,votos,recuento_tipo,fuente,particion_comparable
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,386,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Alianza Frente Popular                                                                              ,,agrupacion,1918,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Alianza Compromiso Federal                                                                          ,,agrupacion,997,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,358,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,4395,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,Alianza Frente para la Victoria                                                                     ,,agrupacion,16089,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,nulos,,nulos,200,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,blancos,,blancos,400,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,16,168,52029,35071,recurridos,,recurridos,0,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Frente para la Victoria                                                                     ,,agrupacion,8024,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,3633,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,1493,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,173,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Frente Popular                                                                              ,,agrupacion,872,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Compromiso Federal                                                                          ,,agrupacion,353,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,124,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,nulos,,nulos,146,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,blancos,,blancos,205,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,17,72,22515,15024,recurridos,,recurridos,1,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,17496,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,615,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Frente Popular                                                                              ,,agrupacion,2258,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Compromiso Federal                                                                          ,,agrupacion,1800,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,613,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Frente para la Victoria                                                                     ,,agrupacion,20907,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,2745,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,nulos,,nulos,363,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,blancos,,blancos,652,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,18,191,61410,47472,recurridos,,recurridos,23,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Frente para la Victoria                                                                     ,,agrupacion,8426,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,8240,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,1838,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,310,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Frente Popular                                                                              ,,agrupacion,1598,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Compromiso Federal                                                                          ,,agrupacion,673,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,282,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,nulos,,nulos,154,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,blancos,,blancos,373,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,19,104,31597,21901,recurridos,,recurridos,7,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,1363,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Frente Popular                                                                              ,,agrupacion,3958,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Compromiso Federal                                                                          ,,agrupacion,4727,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,1940,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Frente para la Victoria                                                                     ,,agrupacion,43419,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,4898,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,35370,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,nulos,,nulos,955,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,blancos,,blancos,1267,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,20,356,121575,97987,recurridos,,recurridos,90,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Frente para la Victoria                                                                     ,,agrupacion,14037,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,2787,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,623,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Frente Popular                                                                              ,,agrupacion,2443,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Compromiso Federal                                                                          ,,agrupacion,2281,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,664,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,14829,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,nulos,,nulos,364,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,blancos,,blancos,557,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,21,149,49727,38588,recurridos,,recurridos,3,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Frente Amplio Progresista                                                                   ,,agrupacion,5875,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Coalición Cívica - Afirmación para una República Igualitaria ARI                                    ,,agrupacion,285,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Frente Popular                                                                              ,,agrupacion,1338,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Compromiso Federal                                                                          ,,agrupacion,549,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Frente de Izquierda y de los Trabajadores                                                   ,,agrupacion,225,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Unión para el Desarrollo Social                                                             ,,agrupacion,1917,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,Alianza Frente para la Victoria                                                                     ,,agrupacion,11855,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,nulos,,nulos,141,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,blancos,,blancos,309,PROVISORIO,api_dine,no
2011,GENERAL,PRESIDENTE Y VICE,21,Santa Fe,22,119,37653,22514,recurridos,,recurridos,20,PROVISORIO,api_dine,no
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,PARTIDO POPULAR                                                                                     ,,agrupacion,53,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,PARTIDO POPULAR                                                                                     ,LISTA A MOVIMIENTO SOLIDARIO POPULAR                                                                ,lista,53,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,,agrupacion,6808,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,A LISTA CELESTE Y BLANCA K NESTOR KIRCHNER                                                          ,lista,6808,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA COMPROMISO FEDERAL                                                                          ,,agrupacion,706,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA COMPROMISO FEDERAL                                                                          ,LISTA A 1                                                                                           ,lista,706,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MOVIMIENTO DE ACCION VECINAL                                                                        ,,agrupacion,30,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MOVIMIENTO DE ACCION VECINAL                                                                        ,COMPROMISO VECINAL LISTA A                                                                          ,lista,30,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MOVIMIENTO AL SOCIALISMO                                                                            ,,agrupacion,61,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MOVIMIENTO AL SOCIALISMO                                                                            ,LISTA A SoB                                                                                         ,lista,61,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,,agrupacion,5731,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,D MOVIMIENTO DE UNIDAD                                                                              ,lista,3246,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,A FRENTE RENOVADOR +A15                                                                             ,lista,2485,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MST - NUEVA IZQUIERDA                                                                               ,,agrupacion,54,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,MST - NUEVA IZQUIERDA                                                                               ,LISTA UNIDAD A                                                                                      ,lista,54,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE POPULAR                                                                              ,,agrupacion,77,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE POPULAR                                                                              ,LISTA A PROTAGONISMO Y PARTICIPACION                                                                ,lista,77,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA CAMBIEMOS                                                                                   ,,agrupacion,8987,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA CAMBIEMOS                                                                                   ,LISTA E EL PODER DE LA UNION                                                                        ,lista,492,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA CAMBIEMOS                                                                                   ,LISTA G EL CAMINO DEL CAMBIO                                                                        ,lista,7804,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA CAMBIEMOS                                                                                   ,LISTA F REPUBLICA DE LIBRES E IGUALES                                                               ,lista,691,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,,agrupacion,284,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA 1 A RENOVAR Y FORTALECER EL FRENTE                                                            ,lista,140,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA UNIDAD - 2 U                                                                                  ,lista,144,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA PROGRESISTAS                                                                                ,,agrupacion,1217,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,ALIANZA PROGRESISTAS                                                                                ,LISTA IGUALDAD Y DECENCIA MS                                                                        ,lista,1217,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,nulos,,nulos,155,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,blancos,,blancos,1296,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,1,111,37827,25459,recurridos,,recurridos,0,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MOVIMIENTO AL SOCIALISMO                                                                            ,,agrupacion,178,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MOVIMIENTO AL SOCIALISMO                                                                            ,LISTA A SoB                                                                                         ,lista,178,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,,agrupacion,10569,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,A LISTA CELESTE Y BLANCA K NESTOR KIRCHNER                                                          ,lista,10569,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,,agrupacion,887,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA 1 A RENOVAR Y FORTALECER EL FRENTE                                                            ,lista,422,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA UNIDAD - 2 U                                                                                  ,lista,465,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MST - NUEVA IZQUIERDA                                                                               ,,agrupacion,100,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MST - NUEVA IZQUIERDA                                                                               ,LISTA UNIDAD A                                                                                      ,lista,100,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA CAMBIEMOS                                                                                   ,,agrupacion,17666,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA CAMBIEMOS                                                                                   ,LISTA G EL CAMINO DEL CAMBIO                                                                        ,lista,14776,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA CAMBIEMOS                                                                                   ,LISTA E EL PODER DE LA UNION                                                                        ,lista,1064,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA CAMBIEMOS                                                                                   ,LISTA F REPUBLICA DE LIBRES E IGUALES                                                               ,lista,1826,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA PROGRESISTAS                                                                                ,,agrupacion,2663,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA PROGRESISTAS                                                                                ,LISTA IGUALDAD Y DECENCIA MS                                                                        ,lista,2663,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MOVIMIENTO DE ACCION VECINAL                                                                        ,,agrupacion,0,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,MOVIMIENTO DE ACCION VECINAL                                                                        ,COMPROMISO VECINAL LISTA A                                                                          ,lista,0,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE POPULAR                                                                              ,,agrupacion,382,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA FRENTE POPULAR                                                                              ,LISTA A PROTAGONISMO Y PARTICIPACION                                                                ,lista,382,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,PARTIDO POPULAR                                                                                     ,,agrupacion,145,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,PARTIDO POPULAR                                                                                     ,LISTA A MOVIMIENTO SOLIDARIO POPULAR                                                                ,lista,145,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,,agrupacion,11627,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,D MOVIMIENTO DE UNIDAD                                                                              ,lista,5751,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,A FRENTE RENOVADOR +A15                                                                             ,lista,5876,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA COMPROMISO FEDERAL                                                                          ,,agrupacion,1868,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,ALIANZA COMPROMISO FEDERAL                                                                          ,LISTA A 1                                                                                           ,lista,1868,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,nulos,,nulos,676,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,blancos,,blancos,2204,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,2,213,71026,48965,recurridos,,recurridos,0,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,,agrupacion,1335,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA 1 A RENOVAR Y FORTALECER EL FRENTE                                                            ,lista,649,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,LISTA UNIDAD - 2 U                                                                                  ,lista,686,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,PARTIDO POPULAR                                                                                     ,,agrupacion,225,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,PARTIDO POPULAR                                                                                     ,LISTA A MOVIMIENTO SOLIDARIO POPULAR                                                                ,lista,225,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA COMPROMISO FEDERAL                                                                          ,,agrupacion,2108,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA COMPROMISO FEDERAL                                                                          ,LISTA A 1                                                                                           ,lista,2108,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,,agrupacion,23859,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,A LISTA CELESTE Y BLANCA K NESTOR KIRCHNER                                                          ,lista,23859,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA CAMBIEMOS                                                                                   ,,agrupacion,35928,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA CAMBIEMOS                                                                                   ,LISTA E EL PODER DE LA UNION                                                                        ,lista,2006,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA CAMBIEMOS                                                                                   ,LISTA G EL CAMINO DEL CAMBIO                                                                        ,lista,30772,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA CAMBIEMOS                                                                                   ,LISTA F REPUBLICA DE LIBRES E IGUALES                                                               ,lista,3150,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,MOVIMIENTO DE ACCION VECINAL                                                                        ,,agrupacion,132,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,MOVIMIENTO DE ACCION VECINAL                                                                        ,COMPROMISO VECINAL LISTA A                                                                          ,lista,132,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,MST - NUEVA IZQUIERDA                                                                               ,,agrupacion,165,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,MST - NUEVA IZQUIERDA                                                                               ,LISTA UNIDAD A                                                                                      ,lista,165,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,,agrupacion,21623,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,A FRENTE RENOVADOR +A15                                                                             ,lista,10105,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,D MOVIMIENTO DE UNIDAD                                                                              ,lista,11518,PROVISORIO,api_dine,si
2015,PASO,PRESIDENTE Y VICE,21,Santa Fe,3,436,143725,96238,ALIANZA PROGRESISTAS                                                                                ,,agrupacion,4837,PROVISORIO,api_dine,si
