anio,instancia,fecha,cargo,distrito_id,distrito,seccion,localidad,circuito_id,agrupacion,tipo_registro,votos,recuento_tipo,fuente
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,107,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,368,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,228,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,12,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,13,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,2,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,1,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,5,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,NULO,nulos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,POSITIVO,positivo,1036,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,3,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,14,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,278,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,5,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,97,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,313,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,137,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,5,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,11,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,2,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,4,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,3,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,NULO,nulos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,POSITIVO,positivo,889,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,6,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,29,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,278,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,4,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,583,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,1511,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,718,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,20,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,55,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,16,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,23,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,10,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,NULO,nulos,91,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,POSITIVO,positivo,3975,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,29,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,60,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,940,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,10,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,466,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,815,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,667,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,11,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,30,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,15,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,7,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,22,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,NULO,nulos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,POSITIVO,positivo,2908,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,13,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,31,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,825,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,6,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,55,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,243,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,111,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,3,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,4,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,1,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,1,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,NULO,nulos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,POSITIVO,positivo,674,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,4,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,6,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,246,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,136,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,784,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,252,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,13,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,IMPUGNADO,impugnados,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,19,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,2,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,2,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,16,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,NULO,nulos,8,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,POSITIVO,positivo,1593,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,6,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,RECURRIDO,recurridos,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,19,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,338,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,6,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,234,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,1108,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,511,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,83,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,IMPUGNADO,impugnados,17,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,32,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,13,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,1,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,11,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,10,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,NULO,nulos,30,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,POSITIVO,positivo,2910,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,7,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,RECURRIDO,recurridos,1,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,31,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,857,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,12,NO DECLARADO,xlsx_votos_por_localidad
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,80,NO DECLARADO,xlsx_votos_por_localidad
