anio,instancia,fecha,cargo,distrito_id,distrito,seccion_id,seccion,circuito_id,circuito,mesa_id,agrupacion_id,agrupacion,lista_id,lista,tipo_registro,votos,pct_general,pct_validos,pct_afirmativos,pct_interna,archivo_origen
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,135/506,LA LIBERTAD AVANZA,,"LIBERTAD POR SIEMPRE/""A""VIVA LA LIBERTAD",lista,694295,,,,100,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,135/506,LA LIBERTAD AVANZA,,,agrupacion,694295,33.16,33.56,34.19,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,136/504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,UNIR Y FORTALECER LA IZQUIERDA,lista,19711,,,,63.42,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,136/504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,UNIDAD DE LUCHADORES Y LA IZQUIERDA,lista,11370,,,,36.58,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,136/504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,,agrupacion,31081,1.48,1.5,1.53,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,137,PRINCIPIOS Y VALORES,,TIERRA TECHO Y TRABAJO,lista,10369,,,,75.96,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,137,PRINCIPIOS Y VALORES,,TRANSFORMAR,lista,1919,,,,14.06,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,137,PRINCIPIOS Y VALORES,,LABORISTA,lista,1363,,,,9.98,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,137,PRINCIPIOS Y VALORES,,,agrupacion,13651,0.65,0.66,0.67,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,,VOTOS NULOS,,,nulos,24653,1.18,,,,2023_PASO_DIST04_cordoba_presidente.xls
