eleccion_id,ambito,distrito,tipo_voto,agrupacion_key,nombre_fuente,formula,votos,fuente_id
2015-PASO,PAIS,Total pais,POSITIVO,ALIANZA_PROGRESISTAS,ALIANZA PROGRESISTAS,,781472,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,ALIANZA_FRENTE_DE_IZQUIERDA_Y_DE_LOS_TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,732851,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,ALIANZA_COMPROMISO_FEDERAL,ALIANZA COMPROMISO FEDERAL,,472341,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,ALIANZA_FRENTE_POPULAR,ALIANZA FRENTE POPULAR,,106324,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,MOVIMIENTO_AL_SOCIALISMO,MOVIMIENTO AL SOCIALISMO,,103742,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,MST_NUEVA_IZQUIERDA,MST - NUEVA IZQUIERDA,,95780,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,PARTIDO_POPULAR,PARTIDO POPULAR,,67798,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,POSITIVO,MOVIMIENTO_DE_ACCION_VECINAL,MOVIMIENTO DE ACCIÓN VECINAL,,39512,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,BLANCO,,,,1216634,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PAIS,Total pais,NULO,,,,254106,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_NACIONAL
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_PARA_LA_VICTORIA,ALIANZA FRENTE PARA LA VICTORIA,,550970,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_CAMBIEMOS,ALIANZA CAMBIEMOS,,533398,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_UNIDOS_POR_UNA_NUEVA_ALTERNATIVA_UNA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),,368693,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_PROGRESISTAS,ALIANZA PROGRESISTAS,,102997,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_DE_IZQUIERDA_Y_DE_LOS_TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,37121,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_COMPROMISO_FEDERAL,ALIANZA COMPROMISO FEDERAL,,47438,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_POPULAR,ALIANZA FRENTE POPULAR,,8257,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,MOVIMIENTO_AL_SOCIALISMO,MOVIMIENTO AL SOCIALISMO,,6324,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,MST_NUEVA_IZQUIERDA,MST - NUEVA IZQUIERDA,,6220,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,PARTIDO_POPULAR,PARTIDO POPULAR,,4468,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,POSITIVO,MOVIMIENTO_DE_ACCION_VECINAL,MOVIMIENTO DE ACCIÓN VECINAL,,2364,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,BLANCO,,,,98878,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-PASO,PROVINCIA,Santa Fe,NULO,,,,38235,CONTROL_resultados_2015_elecciones_paso_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_FRENTE_PARA_LA_VICTORIA,ALIANZA FRENTE PARA LA VICTORIA,,9338490,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_CAMBIEMOS,ALIANZA CAMBIEMOS,,8601131,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_UNIDOS_POR_UNA_NUEVA_ALTERNATIVA_UNA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),,5386977,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_FRENTE_DE_IZQUIERDA_Y_DE_LOS_TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,812530,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_PROGRESISTAS,ALIANZA PROGRESISTAS,,632551,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,POSITIVO,ALIANZA_COMPROMISO_FEDERAL,ALIANZA COMPROMISO FEDERAL,,412578,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,BLANCO,,,,664740,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PAIS,Total pais,NULO,,,,199449,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_NACIONAL
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_PARA_LA_VICTORIA,ALIANZA FRENTE PARA LA VICTORIA,,640924,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_CAMBIEMOS,ALIANZA CAMBIEMOS,,712100,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_UNIDOS_POR_UNA_NUEVA_ALTERNATIVA_UNA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),,500897,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_DE_IZQUIERDA_Y_DE_LOS_TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,53801,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_PROGRESISTAS,ALIANZA PROGRESISTAS,,79721,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_COMPROMISO_FEDERAL,ALIANZA COMPROMISO FEDERAL,,30168,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,BLANCO,,,,53433,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-GENERAL,PROVINCIA,Santa Fe,NULO,,,,23177,CONTROL_resultados_2015_nacionales_presidente_y_vicepresidente_SANTA_FE
2015-BALLOTAGE,PAIS,Total pais,POSITIVO,ALIANZA_CAMBIEMOS,ALIANZA CAMBIEMOS,,12988349,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_NACIONAL
2015-BALLOTAGE,PAIS,Total pais,POSITIVO,ALIANZA_FRENTE_PARA_LA_VICTORIA,ALIANZA FRENTE PARA LA VICTORIA,,12309575,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_NACIONAL
2015-BALLOTAGE,PAIS,Total pais,BLANCO,,,,306471,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_NACIONAL
2015-BALLOTAGE,PAIS,Total pais,NULO,,,,330848,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_NACIONAL
2015-BALLOTAGE,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_CAMBIEMOS,ALIANZA CAMBIEMOS,,1141121,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_SANTA_FE
2015-BALLOTAGE,PROVINCIA,Santa Fe,POSITIVO,ALIANZA_FRENTE_PARA_LA_VICTORIA,ALIANZA FRENTE PARA LA VICTORIA,,906826,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_SANTA_FE
2015-BALLOTAGE,PROVINCIA,Santa Fe,BLANCO,,,,30219,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_SANTA_FE
2015-BALLOTAGE,PROVINCIA,Santa Fe,NULO,,,,34426,CONTROL_resultados_2015_segunda_vuelta_presidente_y_vicepresidente_SANTA_FE
